id,rotulo,direccion,municipio,provincia,lat,lon,horario,venta
240,PETRONOR,"CARRETERA BI-3704 KM. 5,5",Erandio,BIZKAIA,43.291222,-2.960417,L-V: 06:00-22:00; S-D: 08:00-22:00,P
242,PETRONOR,"CL Bº EL JUNCAL, S.N.",Valle de Trápaga-Trapagaran,BIZKAIA,43.297250,-3.013500,L-V: 06:00-20:00,P
243,REPSOL,"POLIGONO TXAPORTA, S/N",Gernika-Lumo,BIZKAIA,43.304944,-2.678222,L-S: 07:00-21:00; D: 08:00-21:00,P
244,PETRONOR,"AT A-8, 131",Abanto y Ciérvana-Abanto Zierbena,BIZKAIA,43.328500,-3.068806,L-D: 24H,P
245,PETRONOR,"AT A-8, 131",Abanto y Ciérvana-Abanto Zierbena,BIZKAIA,43.327111,-3.067722,L-D: 24H,P
246,REPSOL,"CL DE LA RIBERA , 11",Barakaldo,BIZKAIA,43.292806,-3.004722,L-D: 07:00-22:00,P
247,MOEVE,"POLIGONO EL ARBOL, 1",Santurtzi,BIZKAIA,43.319639,-3.046944,L-D: 06:00-22:00,P
248,AVIA,"AVENIDA LEHENDAKARI AGUIRRE, 22",Igorre,BIZKAIA,43.163778,-2.777556,L-D: 06:00-22:00,P
249,GV OIL,CARRETERA C-541 KM. 6,Teo,CORUÑA (A),42.811139,-8.545361,L-V: 07:30-22:00; S-D: 08:00-22:00,P
251,EROSKI,"AVENIDA INFANTA ELENA, S/N",Lugo,LUGO,43.036667,-7.567861,L-S: 08:00-22:15,P
252,CARBUGAL SANTA CRUZ,AVDA. CHE GUEVARA 166,Oleiros,CORUÑA (A),43.341833,-8.345583,L-D: 07:00-23:00,P
253,GALP,"POLIGONO HEDRAS, 13",Ames,CORUÑA (A),42.849722,-8.582556,L-S: 07:00-23:00; D: 08:00-22:00,P
254,STAROIL,"POLIGONO POL. IND. LALIN 2000, S/N",Lalín,PONTEVEDRA,42.675417,-8.159111,L-V: 07:00-23:00; S: 09:00-15:00,P
255,FEGOBLAN SL-VALCARCE,"BARRIO SANGUIÑEDA, 139",Mos,PONTEVEDRA,42.167972,-8.625944,L-D: 24H,P
256,E.S. O VISO,"CARRETERA N-525 KM. 242,400",Ourense,OURENSE,42.369833,-7.853778,L-D: 07:00-23:00,P
257,GVOIL,"C-531 PONTEVEDRA-VILLAGARCÍA km 3,5",Pontevedra,PONTEVEDRA,42.463917,-8.652722,L-S: 07:00-23:00; D: 08:00-23:00,P
258,SERTUY - SAN COSME - CELA - MOS,"ESTRADA PORRIÑO-GOMDOMAR,200,",Mos,PONTEVEDRA,42.156917,-8.665083,L-V: 07:00-22:30; S-D: 07:30-22:30,P
259,GALP,"CTRA. N-640 (CTRA km 201,7)",Estrada (A),PONTEVEDRA,42.698139,-8.459111,L-D: 07:00-23:00,P
260,ESTACION DE SERVICIO ORDES,"LAS CASILLAS (CN-550 LA CORUÑA-SANTIAGO km 37,645)",Ordes,CORUÑA (A),43.066056,-8.413056,L-D: 07:00-23:00,P
261,AGRO DO FORNO,CTRA. C-550 (CTRA C-550 km 45),Ribeira,CORUÑA (A),42.587389,-9.002389,L-D: 24H,P
262,VALCARCE,"CTRA. AC-422 (CTRA. km 37,2)",Ponteceso,CORUÑA (A),43.261944,-8.819250,L-S: 06:30-23:00; D: 07:00-23:00,P
264,ULTREYA,CARRETERA N-547  LUGO-SANTIAGO KM. 35,Palas de Rei,LUGO,42.876194,-7.861972,L-D: 07:00-23:00,P
265,VALCARCE,CARRETERA PO-533 A GAIOLA KM.,Rodeiro,PONTEVEDRA,42.649639,-7.953250,L-S: 07:00-23:00; D: 08:00-23:00,P
266,SHELL,"CALLE PORTOCARRAL, 1",Muros,CORUÑA (A),42.787361,-9.055806,L: 07:00-23:00,P
268,LA CARABELA,"LUGAR DO NOVAL, 1 - LAVACOLLA, 1",Santiago de Compostela,CORUÑA (A),42.900333,-8.437722,L-D: 06:00-00:00,P
269,CEPSA V21,"AVENIDA SANTIAGO, 132",Ourense,OURENSE,42.358056,-7.865333,L-D: 24H,P
270,MOEVE,"ESTRADA XERAL, 3",Silleda,PONTEVEDRA,42.728194,-8.301694,L-D: 07:00-23:00,P
271,SERTUY,"CTRA. NACIONAL 550, KM. 167,2",Tui,PONTEVEDRA,42.069626,-8.631987,L-D: 07:00-23:00,P
272,ESTACION DE SERVICIO SIGRAS,"ENXERTOS, 5",Cambre,CORUÑA (A),43.284972,-8.367417,L-S: 07:00-21:30,P
273,VALCARCE,"CALLE CARRETERA NACIONAL VI  PK 529,600, 21",Begonte,LUGO,43.172722,-7.766167,L-D: 07:00-23:00,P
274,REPSOL,"CARRETERA AC-552 KM. 37,100",Coristanco,CORUÑA (A),43.193167,-8.728639,L-D: 24H,P
275,BYE,"CALLE ALCALDE LAVADORES, 64",Vigo,PONTEVEDRA,42.221417,-8.696861,L-D: 07:00-23:00,P
276,CARBUGAL CORTIÑAN,CARRETERA N-VI KM. 576,Bergondo,CORUÑA (A),43.281222,-8.237417,L-D: 07:00-23:00,P
277,GASOLEOS CEAO,POLIGONO DEL CEAO (ACCESO AUTOVIA),Lugo,LUGO,43.052694,-7.564028,L-D: 24H,P
278,LATEQUIN,CARRETERA DE VILARCHAO km 1,Coles,OURENSE,42.406667,-7.846389,L-S: 07:30-23:00; D: 08:00-23:00,P
279,EL SOL,"ESTRADA ESTRADA PORRIÑO- REDONDELA, 76",Mos,PONTEVEDRA,42.185861,-8.611028,L-D: 07:00-23:00,P
280,CARBUGAL ALVEDRO,"CARRETERA N 550 KM. 9,400",Culleredo,CORUÑA (A),43.294056,-8.369889,L-D: 07:00-23:00,P
281,GALP,"CARRERA BECERREA-VENTAS DE NARON, S/N",Paradela,LUGO,42.761889,-7.563444,L-D: 08:00-22:00,P
282,GVOIL,"C-531 PONTEVEDRA-VILLAGARCÍA km 3,5",Pontevedra,PONTEVEDRA,42.464056,-8.653250,L-S: 07:00-23:00; D: 08:00-23:00,P
284,HAFESA OIL,"RUA LIÑARES, 5",Pontevedra,PONTEVEDRA,42.407000,-8.678694,L-D: 06:00-23:00,P
286,CEPSA,"CARRETERA CABANA KM. 1,33",Ferrol,CORUÑA (A),43.494861,-8.249250,L-D: 24H,P
287,VALCARCE,"LUGAR OUROLO, 73",Rianxo,CORUÑA (A),42.681417,-8.832389,L-D: 06:30-22:30,P
290,CKM,"LUGAR CALCOTE-GODOS, S/N",Caldas de Reis,PONTEVEDRA,42.582472,-8.697111,L-D: 07:00-23:00,P
291,LA PARADA - VALCARCE,"AUTOVIA A-52 SALIDA 291, CRTA PONTEAREAS-AS NEVES , km PO- KM. 291",Salvaterra de Miño,PONTEVEDRA,42.142028,-8.462111,L-D: 24H,P
293,ES OUTON,"AVENIDA CRUCEIRO, 38",Sanxenxo,PONTEVEDRA,42.443222,-8.832556,L-D: 07:00-23:00,P
295,SERTUY,"CTRA. NACIONAL 550, KM. 167,2",Tui,PONTEVEDRA,42.069528,-8.631472,L-D: 24H,P
296,CEPSA,"CARRETERA CTRA. LC-444 KM. 2,7",Baña (A),CORUÑA (A),42.957250,-8.751222,L-D: 08:00-22:00,P
297,PETROCASH SAIAR,"CARRETERA N640 (CALDAS-VILAGARCIA) KM. 227,900",Caldas de Reis,PONTEVEDRA,42.596722,-8.667250,L: 07:00-23:00,P
298,E.S.VALEIXE,"LUGAR MIÑOTEIRA, S/N",Cañiza (A),PONTEVEDRA,42.166750,-8.272528,L-D: 07:00-23:00,P
299,ESTACION DE SERVICIO TABEAIO,CARRETERA TARROEIRA KM.,Carral,CORUÑA (A),43.253583,-8.363333,L-S: 07:00-22:00; D: 09:00-22:00,P
300,SHELL,"LUGAR SABARIGO, S/N",Bueu,PONTEVEDRA,42.338500,-8.751972,L-D: 06:00-23:00,P
301,E.S. PEIBAR BARRANTES,"AVENIDA CARRETERA CALDAS REYES A NOALLA, 7,5",Ribadumia,PONTEVEDRA,42.503028,-8.767139,L-D: 07:00-23:00,P
302,J.L E HIJOS,"C-536 km 4,3",Pereiro de Aguiar (O),OURENSE,42.344972,-7.812389,L: 24H,P
303,PETROL LENTELLAIS,"CARRETERA LA GÜDIÑA-LALIN KM. 37,8",Bolo (O),OURENSE,42.318278,-7.118583,L-S: 07:00-23:00; D: 08:00-23:00,P
304,E. S. PEREZ RUMBAO S.A.,PROGRESO 97,Ourense,OURENSE,42.339139,-7.866528,L-D: 07:00-00:00,P
305,MOEVE RUS,"CARRETERA RUS-SANTIAGO KM. 4,5",Carballo,CORUÑA (A),43.169000,-8.685028,L-D: 07:00-23:00,P
306,ESTACION DE SERVICIO O VAL,"CARRETERA AC-116 A VALDOVIÑO, KM 5.7 KM.",Narón,CORUÑA (A),43.556917,-8.208778,L-D: 07:00-22:00,P
308,GALP,"AVENIDA ACEA DE AMA, 25",Culleredo,CORUÑA (A),43.318833,-8.374278,L-D: 07:00-23:00,P
310,OURENSANA DE PETROLEOS SL,LG. PEREIRAS Nº 36 (CTRA. CUMIAL-SALGUEIROS),Taboadela,OURENSE,42.269806,-7.806028,L-D: 08:00-23:00,P
311,ESTACION DE SERVICIO MARIÑAMANSA,AVDA. DE ZAMORA 140,Ourense,OURENSE,42.321219,-7.862383,L-D: 06:00-23:00,P
312,EESS MACEDA,"BAIXADA/BAJADA RÚA DAS FLORES,29,, 6193",Maceda,OURENSE,42.272250,-7.646778,L: 06:00-12:00,P
313,COMBUSTIBLES RIO EUME,"AVENIDA AVDA RICARDO SANCHEZ, 1",Pontedeume,CORUÑA (A),43.406833,-8.168972,L-D: 06:00-23:00,P
314,VALCARCE,"AVENIDA JESUS GARCIA NAVEIRA, 50/62",Betanzos,CORUÑA (A),43.276083,-8.213917,L-D: 07:00-23:00,P
315,E.S.RUTANCARES S.L.,"AVDA. DE MADRID, 77",Becerreá,LUGO,42.851111,-7.153056,L-D: 07:00-22:30,P
318,LIBRE,"CTRA. C-546 PK km 8,2",Corgo (O),LUGO,42.901972,-7.464750,L-D: 07:00-22:00,P
319,Q8,"CARRETERA CTRA. N-VI. ROBRA KM. KM 511,5",Outeiro de Rei,LUGO,43.084222,-7.605972,L-D: 07:00-22:00,P
320,REPSOL,"AVENIDA SANTA MARTA, 10",Baiona,PONTEVEDRA,42.114111,-8.840056,L-D: 07:00-23:00,P
323,REPSOL,CARRETERA N-120 KM. 580,Ourense,OURENSE,42.343389,-7.983111,L-D: 24H,P
324,REPSOL,"CALLE FAUSTINO SANTALICES, 58",Bande,OURENSE,42.034389,-7.973083,L-D: 07:00-23:00,P
325,REPSOL,"CALLE VÁZQUEZ, 39",Vila de Cruces,PONTEVEDRA,42.793361,-8.166444,L-D: 07:00-23:00,P
326,REPSOL,"CL SAN ROQUE, 33",Guarda (A),PONTEVEDRA,41.910778,-8.852611,L-D: 24H,P
327,MOEVE,"RUA ROSALIA DE CASTRO, 56",Salvaterra de Miño,PONTEVEDRA,42.084444,-8.496806,L-S: 07:00-23:00; D: 08:00-23:00,P
330,CAMPSA,"CALLE HERMIDA N-550 KM 111,9, 2",Pontevedra,PONTEVEDRA,42.488667,-8.641306,L-D: 07:00-23:00,P
331,REPSOL,CARRETERA GUDIÑA-LALIN KM. 21,Viana do Bolo,OURENSE,42.188778,-7.101333,L-V: 07:30-22:00; S: 08:00-22:00; D: 09:00-21:00,P
332,REPSOL,"CR OR-536, 2  D",Ourense,OURENSE,42.341611,-7.842861,L-D: 07:00-23:00,P
333,PETROL A RUA,"CALLE CAMPO GRANDE, 59",Rúa (A),OURENSE,42.396056,-7.106472,L-D: 24H,P
334,REPSOL,"AVENIDA ORENSE, 20",Pobra de Trives (A),OURENSE,42.340417,-7.260361,L-V: 06:30-23:00; S-D: 08:00-23:00,P
335,REPSOL,"AVENIDA MADRID, 137",Vigo,PONTEVEDRA,42.220056,-8.705167,L-D: 07:00-23:00,P
336,REPSOL,"CARRETERA CARRETERA CAÑIZA - CRECIENTE S/N KM. 0,50",Cañiza (A),PONTEVEDRA,42.207083,-8.267611,L-D: 24H,P
337,REPSOL,CARRETERA COMARCAL INFESTA-RANTE ENLACE KM. S/N,San Cibrao das Viñas,OURENSE,42.250722,-7.864556,L-D: 24H,P
338,REPSOL,CL EXPLANADA DE BOUZAS (2ª GLORIETA,Vigo,PONTEVEDRA,42.226792,-8.754376,L-D: 06:30-22:30,P
339,REPSOL,"CARRETERA CR N 120 KM. 613,70",Cañiza (A),PONTEVEDRA,42.215667,-8.268056,L-D: 07:00-23:00,P
340,REPSOL,CR  A-52 ENLACE P.K. 217,San Cibrao das Viñas,OURENSE,42.251056,-7.864722,L-D: 07:00-23:00,P
341,REPSOL,AUTOVIA RIAS BAIXAS KM. 188,Trasmiras,OURENSE,42.058583,-7.665611,L-D: 07:00-23:59,P
342,CEPSA,CARRETERA NACIONAL 550 KM. 131,Vilaboa,PONTEVEDRA,42.358611,-8.628889,L-D: 07:00-23:00,P
343,BALLENOIL,"URBANIZACIÓN MONTEPORREIRO PARCELA CC-2 C/ITALIA CON C/ FRANCIA, S/N",Pontevedra,PONTEVEDRA,42.444000,-8.626639,L-D: 24H,P
344,REPSOL,"AVENIDA ENCOIRADOS, S/N",Poio,PONTEVEDRA,42.436472,-8.673583,L-D: 07:00-23:00,P
345,MOEVE,"AVDA. MADRID, 73",Vigo,PONTEVEDRA,42.216361,-8.702472,L-D: 07:00-23:00,P
346,FINA,CARRETERA DE COVELO KM. 12,Veiga (A),OURENSE,42.249944,-7.023444,L-S: 08:00-21:00,P
347,SANCHILAN,"CARRETERA PO-313 KM. 14,911",Moaña,PONTEVEDRA,42.289000,-8.743000,L-D: 07:00-22:00,P
348,REPSOL,"AVENIDA RECINTO FERIAL, 1",Silleda,PONTEVEDRA,42.704444,-8.245722,L: 07:00-00:00,P
349,SIS CARBURANTES,"AVDA. AEROPORTO (CTRA. N-556 km 6,300)",Vigo,PONTEVEDRA,42.233417,-8.643694,L-D: 07:00-23:00,P
351,GALP,"CTRA. OR-210 km 3,800",Beade,OURENSE,42.317750,-8.123500,L-V: 07:00-22:00; S: 07:00-14:00,P
353,MOEVE,"N-541 km 24,7",Maside,OURENSE,42.425806,-8.057944,L-D: 07:00-23:00,P
354,GALP,"Ctra. N-540 km 28,000",Verea,OURENSE,42.127306,-7.950611,L-D: 07:00-23:00,P
355,REPSOL,"CALLE PENA DO VADO, 59",Ourense,OURENSE,42.351306,-7.894778,L: 07:00-23:00,P
356,REPSOL,AUTOPISTA A-9 KM. 114,Portas,PONTEVEDRA,42.562500,-8.671833,L-D: 24H,P
358,GALP,"VÍA RAPIDA G 41 km 5,580",Sanxenxo,PONTEVEDRA,42.498528,-8.744972,L-D: 24H,P
361,GALP,C/Alcalde de Lavadores,Vigo,PONTEVEDRA,42.223098,-8.697987,L-D: 07:00-22:00,P
362,ALCAMPO VIGO,"AVENIDA MADRID, S/N",Vigo,PONTEVEDRA,42.214083,-8.700889,L-D: 24H,P
363,GALP,"AP-53 km 28,000",Silleda,PONTEVEDRA,42.716389,-8.300833,L-D: 24H,P
364,GALP,"CARRETERA CARRETERA DE VERÍN PORTUGAL KM. 13,100",Verín,OURENSE,41.825222,-7.425222,L-D: 24H,P
365,GALP,"N-540 P.K. 0,700",Barbadás,OURENSE,42.318052,-7.877994,L-D: 24H,P
366,GALP,"CARRETERA NACIONAL 540 KM. 0,70",Barbadás,OURENSE,42.318111,-7.877389,L-D: 07:00-22:00,P
368,GALP,"N-640 km 234,650",Vilagarcía de Arousa,PONTEVEDRA,42.575944,-8.731417,L-D: 07:00-22:00,P
369,CEPSA,"AVENIDA VILLAGARCIA NUMERO 89,",Cambados,PONTEVEDRA,42.525139,-8.812167,L: 07:00-23:00,P
370,GALP,"CALLE MARQUES DE MAGALLANES, 57",Padrenda,OURENSE,42.137472,-8.186667,L-D: 08:00-22:00,P
371,CEPSA,"CARRETERA ILLA DA TOXA, KM 10,8 KM. 10,8",Poio,PONTEVEDRA,42.409667,-8.744917,L-D: 07:00-23:00,P
372,EL CENTRO,CARRETERA AS-115 KM. 2,Llanes,ASTURIAS,43.413806,-4.881472,L-D: 24H,P
373,REPSOL,"AVENIDA BUENAVISTA, 6",Valdés,ASTURIAS,43.541111,-6.534333,L-D: 06:00-22:00,P
374,REPSOL,CL GONZALEZ MAYO S.N.,Tineo,ASTURIAS,43.335000,-6.417500,L-D: 08:00-20:00,P
375,REPSOL,CL CERVANTES 39,Villaviciosa,ASTURIAS,43.482306,-5.432833,L-S: 07:00-21:00; D: 08:00-15:00,P
376,REPSOL,"CARRETERA NACIONAL 634 KM. 443,6",Salas,ASTURIAS,43.412778,-6.157278,L-D: 06:30-22:30,P
378,REPSOL,"AVENIDA GIJON, 70",Avilés,ASTURIAS,43.551556,-5.911444,L-D: 06:00-23:00,P
380,PETRONOR,"AVENIDA DE LOS EMIGRANTES, 34",Navia,ASTURIAS,43.536417,-6.724611,L-D: 07:00-23:00,P
381,PETRONOR,"CARRETERA NACIONAL 634. KM. 78,8",Ribadedeva,ASTURIAS,43.381722,-4.557444,L-D: 06:00-22:00,P
383,REPSOL,"CL CARLOS CIAÑO CANTO, 3 (N-632 km 43)",Villaviciosa,ASTURIAS,43.483778,-5.430583,L-D: 07:00-23:00,P
384,REPSOL,"CARRETERA AS-19 KM. 4,4",Gijón,ASTURIAS,43.538694,-5.721278,L-V: 06:00-22:00; S-D: 08:00-18:00,P
385,CEPSA,"AVDA. DE LOS TELARES, 27 (N-632 km 94,4)",Avilés,ASTURIAS,43.562333,-5.924028,L-D: 07:00-23:00,P
386,BP INFIESTO,"CALLE COVADONGA, 37",Piloña,ASTURIAS,43.345139,-5.360667,L-D: 06:00-22:00,P
388,REPSOL,"BARRI ARROXO, S/N",Mieres,ASTURIAS,43.257972,-5.777056,L-D: 06:00-22:00,P
389,PETRONOR,"CL AVENIDA DE ASTURIAS, 67",Vegadeo,ASTURIAS,43.470806,-7.051250,L-D: 07:00-23:00,P
390,REPSOL,"AVENIDA ASTURIAS, 52",Colunga,ASTURIAS,43.484417,-5.260944,L-D: 06:00-22:00,P
391,REPSOL,"CALLE SANTA APOLONIA, 161",Avilés,ASTURIAS,43.538111,-5.902833,L-S: 06:30-22:30; D: 08:00-22:00,P
392,REPSOL,"AVENIDA DE OVIEDO, 3",Cangas del Narcea,ASTURIAS,43.180833,-6.546389,L-D: 06:00-22:00,P
394,REPSOL,"CARRETERA N. 634 KM. 299,1",Llanes,ASTURIAS,43.398667,-4.734944,L-D: 06:00-22:00,P
396,E.S.GELIDA,"CALLE ANSELM CLAVE, 5176901",Gelida,BARCELONA,41.433139,1.863806,L-D: 07:00-21:00,P
397,REPSOL,"CARRETERA AS-238 KM. 11,1",Gozón,ASTURIAS,43.608194,-5.814278,L-D: 07:00-23:00,P
398,REPSOL,"AVENIDA CAMPON - SALINAS, 16",Castrillón,ASTURIAS,43.571250,-5.959278,L-D: 06:00-22:00,P
399,CAMPSA,"ALDEA AV AURELIO MENENDEZ, SN",Ibias,ASTURIAS,43.038139,-6.871306,L-D: 08:00-14:00 y 15:00-21:00,P
400,REPSOL,"CALLE BUENAVISTA, SN",Oviedo,ASTURIAS,43.359444,-5.864972,L-D: 09:00-17:00,P
401,REPSOL,"CALLE ISIDORO FONTANA, S/N",Boal,ASTURIAS,43.431056,-6.815833,S-D: 24H,P
402,CEPSA,"CARRETERA AS-19 KM. 19,4",Corvera de Asturias,ASTURIAS,43.550694,-5.872500,L-V: 07:00-21:00; S-D: 09:00-21:00,P
405,MONTE LA REINA,"CARRETERA CAÑIZAL PIEDRAHITA KM. 38,20",Peñaranda de Bracamonte,SALAMANCA,40.900528,-5.203889,L-D: 24H,P
406,REPSOL,"CARRETERA AS-238 (PARQ. EMPRES. PRINCIPADO ASTURIAS KM. 0,8",Avilés,ASTURIAS,43.560056,-5.911000,L-D: 06:00-22:00,P
407,REPSOL,CL CUDILLERO -ESQ.C/CATEDR.LUIS SEL,Oviedo,ASTURIAS,43.365556,-5.873333,L-D: 07:00-23:00,P
409,GALP,"CARRETERA AS-17 KM. 3,5",Corvera de Asturias,ASTURIAS,43.535167,-5.889639,L-S: 07:00-23:00; D: 07:00-22:00,P
410,PETRONOR,"AUTOVIA A-8 KM. 401,5",Carreño,ASTURIAS,43.514361,-5.819694,L-D: 24H,P
411,PETRONOR,"AUTOPISTA A-8 KM. 401,5",Carreño,ASTURIAS,43.511278,-5.817333,L-D: 24H,P
413,REPSOL,"CALLE MOLIN DE LA CASUCA, S/N",Oviedo,ASTURIAS,43.388806,-5.818139,L-D: 07:00-23:00,P
414,ALCAMPO,CARRETERA AS17 KM. 47,San Martín del Rey Aurelio,ASTURIAS,43.288917,-5.633417,L-D: 24H,P
415,GALP,"CARRETERA AS-329 KM. 4,1",Carreño,ASTURIAS,43.578500,-5.754500,L-V: 07:00-21:00; S: 08:00-21:00; D: 08:00-15:00,P
416,MOEVE,"PLAZA RUIZ DE LA PEÑA, S/N (AS-18 km 0,1)",Oviedo,ASTURIAS,43.371139,-5.837639,L-D: 24H,P
417,MOEVE,CARRETERA N-634 KM. 409,Oviedo,ASTURIAS,43.353806,-5.876667,L-D: 07:00-23:00,P
418,MOEVE,"CARRETERA N-611 KM. 130,1",Campoo de Enmedio,CANTABRIA,42.940028,-4.123389,L-V: 06:00-22:00; S-D: 07:00-22:00,P
419,CEPSA,"PABLO GARNICA S/N, ESQ. PINTOR PANCHO COSSIO",Torrelavega,CANTABRIA,43.352139,-4.050667,L-D: 06:00-22:00,P
420,"EESSMAS, S.L.","AREA, ARRABAL PUERTO DE RAOS, 8",Santander,CANTABRIA,43.434139,-3.833333,L-V: 07:00-21:00; S: 08:00-20:00,P
423,VALLE DE LIENDO,N-634 km 165,Liendo,CANTABRIA,43.398583,-3.365528,L-D: 07:30-22:00,P
424,E.S. SOMAHOZ,BARRIO SAN MATEO (CR N-611  PALENCIA-SANTANDER km 174),Corrales de Buelna (Los),CANTABRIA,43.268583,-4.073861,L-D: 24H,P
425,MOEVE,"AVENIDA BILBAO, 8",Camargo,CANTABRIA,43.422806,-3.852694,L-S: 06:00-22:00; D: 07:00-22:00,P
426,Q8,"ACCESO CTRA. N-VI.  ROBRA,",Outeiro de Rei,LUGO,43.084528,-7.606361,L-D: 24H,P
427,EROSKI,"CARRETERA CTRA NAC.634 KM. 554,8",Ribadeo,LUGO,43.540278,-7.060222,L-S: 09:00-22:00,P
429,PETROCASH SARRIA,CARRETERA C-546 KM. 17,Sarria,LUGO,42.832778,-7.441667,L: 07:00-23:00,P
431,MOEVE,"RUA BENIGNO QUIROGA, 92",Sarria,LUGO,42.772417,-7.414778,L-D: 07:00-23:00,P
436,GALP,"N-550 km 34,5",Ordes,CORUÑA (A),43.093389,-8.403111,L-D: 07:00-23:00,P
437,SHELL,"LG. LAS LABRADAS (CP 1905 km 1,606)",Carballo,CORUÑA (A),43.204889,-8.673000,L-D: 07:00-23:00,P
439,GALP,CARRETERA NACIONAL 550 KM. S/N,Padrón,CORUÑA (A),42.804722,-8.636278,L-D: 07:00-23:00,P
441,GASOLEOS SAN BENITO,CTRA. AC-260 SERGUDE-BOQUEIXON km 4.5,Boqueixón,CORUÑA (A),42.837417,-8.443278,L-D: 07:00-23:00,P
442,PETRONOR,"CALLE LUIS LÓPEZ CASANEGRA, 1",Coruña (A),CORUÑA (A),43.328528,-8.389778,L-V: 07:00-22:00; S-D: 08:00-22:00,P
443,REPSOL,"CARRETERA DE POCOMACO KM. 1,5",Coruña (A),CORUÑA (A),43.336528,-8.416333,L-D: 07:00-23:00,P
444,CARBUGAL LARAXE,"CARRETERA N-651 KM. 25,1",Cabanas,CORUÑA (A),43.439417,-8.155056,L-D: 07:00-23:00,P
446,REPSOL,"AVENIDA FINISTERRE, P.KM. 1,500, S/N",Coruña (A),CORUÑA (A),43.357222,-8.424722,L-D: 07:00-23:00,P
447,BARCIA,"CARRETERA COMARCAL-543 KM. 30,8",Noia,CORUÑA (A),42.800056,-8.856056,L-V: 06:30-23:00; S-D: 07:00-23:00,P
448,CAMPSA,"CARRETERA AC-542 KM. 3,2",Betanzos,CORUÑA (A),43.266167,-8.231972,L-D: 07:00-23:00,P
449,ENI,"PLAZA PLAZA DEL MALECON, S/N",Ribeira,CORUÑA (A),42.554250,-8.988833,L-S: 08:00-22:00,P
450,REPSOL,"CR A-55, 15,3",Arteixo,CORUÑA (A),43.275361,-8.529194,L-D: 24H,P
451,REPSOL,CARRETERA AC-220 KM. S/N,Cambre,CORUÑA (A),43.294306,-8.360167,L-D: 07:00-23:00,P
454,CARBUGAL CORISTANCO,"CARRETERA LA CORUÑA-FINISTERRE KM. 38,50",Coristanco,CORUÑA (A),43.189611,-8.732278,L-D: 07:00-23:00,P
455,REPSOL,"CL CARRETERA DE CHANTADA, S.N.",Monforte de Lemos,LUGO,42.526056,-7.527194,L-D: 24H,P
456,CEPSA,"CALLE AMILLADOIRO-PORTA S/N, S/N",Sobrado,CORUÑA (A),43.050611,-8.017250,L-D: 07:00-23:00,P
457,REPSOL,CARRETERA CORUÑA-FINISTERRE KM. 5,Arteixo,CORUÑA (A),43.340389,-8.456333,L-D: 07:00-23:00,P
458,REPSOL,"CALLE DEVESA, 2",Pobra do Caramiñal (A),CORUÑA (A),42.598500,-8.942778,L-V: 07:00-22:30; S: 08:00-22:30; D: 08:30-22:30,P
459,REPSOL,"AVENIDA DEL EJERCITO, 15",Coruña (A),CORUÑA (A),43.354333,-8.393111,L-V: 07:00-22:00; S-D: 08:00-22:00,P
460,VALCARCE,"CR N-550, 27",Ordes,CORUÑA (A),43.152639,-8.380444,L-S: 07:00-22:00; D: 08:00-22:00,P
461,CEPSA,"CARRETERA LINDIN-PARAXES KM. 9,350",Pastoriza (A),LUGO,43.296722,-7.336389,L-D: 07:00-23:00,P
462,REPSOL,"CARRETERA AC- 305 KM. 14,500",Rianxo,CORUÑA (A),42.679306,-8.819944,L-S: 07:00-23:00; D: 09:00-23:00,P
464,MINGACHO OIL,"CALLE COMPOSTELA (QUINTANS), 24",Carballo,CORUÑA (A),43.204111,-8.685472,L-V: 06:00-22:00; S-D: 07:00-22:00,P
466,REPSOL,"CARRETERA C-543 KM. 6,400",Santiago de Compostela,CORUÑA (A),42.873167,-8.622611,L-D: 07:00-23:00,P
468,REPSOL,"CARRETERA NACIONAL 640 KM. 87,400",Lugo,LUGO,43.043667,-7.517000,L: 07:00-23:00,P
469,REPSOL,CARRETERA NACIONAL 525 KM. 336,Santiago de Compostela,CORUÑA (A),42.843250,-8.522611,L-D: 07:00-23:00,P
470,REPSOL,"AVENIDA CALVO SOTELO, 5",Coruña (A),CORUÑA (A),43.366833,-8.413417,L-S: 07:30-23:00; D: 09:00-23:00,P
471,MYG GASOLEOS,"CR C-545, 21,2 (C-545 km 21,26)",Val do Dubra,CORUÑA (A),42.990028,-8.697028,L-D: 24H,P
472,REPSOL,"C/ PLAZA DEL PARQUE, S.N.",Coruña (A),CORUÑA (A),43.378917,-8.398472,L-S: 07:30-22:00; D: 09:00-15:00,P
473,REPSOL,"AVENIDA HABANA, S/N",Coruña (A),CORUÑA (A),43.368194,-8.414722,L-S: 08:00-22:00,P
474,REPSOL,"AVENIDA FERROCARRIL, 79",Coruña (A),CORUÑA (A),43.347528,-8.418889,L-D: 24H,P
475,CEPSA,"AVENIDA ALFEREZ PROVISIONAL, 10",Coruña (A),CORUÑA (A),43.365389,-8.403750,L-V: 07:00-23:00; S: 08:00-22:30; D: 10:00-14:00 y 18:00-21:00,P
479,REPSOL,"AVENIDA AVENIDA DE LUGO, 94",Pontes de García Rodríguez (As),CORUÑA (A),43.442611,-7.846250,L-D: 07:00-23:00,P
480,PETRONOR,"CARRETERA AC-431 KM. 5,1",Laxe,CORUÑA (A),43.213500,-8.997389,L-D: 08:00-20:00,P
